inspection_id,unit_id,stage,inspection_date,inspector_id,pass_first_time,defect_id,root_cause_id,supplier_id,rework_required,rework_description,scrapped_at_stage
c4bcf938-499c-4c2d-a3b4-d494f4275e88,e02b1ab4-1011-4edd-a33c-e89ac837b0a7,Woodworking,2025-04-15 13:32:35.651814,W003,True,,,,False,,False
3da2748b-eb21-4fc7-bcf7-3a8560714f78,e02b1ab4-1011-4edd-a33c-e89ac837b0a7,Prep & Fit,2025-04-16 16:56:24.594513,W001,True,,,,False,,False
3aba7569-2df0-404e-ac73-83aa6228bbe5,e02b1ab4-1011-4edd-a33c-e89ac837b0a7,Finishing,2025-04-18 22:58:02.103689,W002,True,,,,False,,False
1d311e93-0ad6-4876-8c5c-a392a476a630,e02b1ab4-1011-4edd-a33c-e89ac837b0a7,Final Assembly,2025-04-20 12:21:53.427875,W002,True,,,,False,,False
4f135701-7c1e-4fb8-a9cf-b6f8e193566e,e02b1ab4-1011-4edd-a33c-e89ac837b0a7,Final QC,2025-04-23 09:39:20.200612,W002,True,,,,False,,False
2b37b5fd-c3a5-4f9d-b27b-242677cb2223,31f7a82f-d06d-4c8b-9013-7b51968738ca,Woodworking,2025-04-23 22:15:01.835335,W001,True,,,,False,,False
2380505b-172c-4fc5-a6dc-57a0255ff280,31f7a82f-d06d-4c8b-9013-7b51968738ca,Prep & Fit,2025-04-25 14:49:14.719576,W003,True,,,,False,,False
31271e1b-38a7-497a-bb5f-1665caa5db39,31f7a82f-d06d-4c8b-9013-7b51968738ca,Finishing,2025-04-26 22:49:57.132650,W003,True,,,,False,,False
a6271081-159e-4a7b-85ab-63a1357c1764,31f7a82f-d06d-4c8b-9013-7b51968738ca,Final Assembly,2025-04-28 11:29:49.662940,W001,True,,,,False,,False
84fb6a26-f74c-464f-b5aa-1a88cbb20faf,31f7a82f-d06d-4c8b-9013-7b51968738ca,Final QC,2025-04-29 20:38:49.249465,W001,True,,,,False,,False
10ce0963-a1b2-4a69-a24d-bb2c89248a4f,31387b1a-a802-4b4c-8bc4-d67c1b98b402,Woodworking,2025-04-28 21:09:32.989957,W003,True,,,,False,,False
6ff5dddd-8f28-49bd-aaa0-58ea66212a25,31387b1a-a802-4b4c-8bc4-d67c1b98b402,Prep & Fit,2025-04-30 10:23:06.913263,W001,True,,,,False,,False
44b17586-bec5-43b2-9753-673028e45455,31387b1a-a802-4b4c-8bc4-d67c1b98b402,Finishing,2025-05-01 03:23:24.004872,W002,True,,,,False,,False
6bd11e9e-a06b-42af-a282-dee873293fae,31387b1a-a802-4b4c-8bc4-d67c1b98b402,Final Assembly,2025-05-02 07:09:34.903985,W003,True,,,,False,,False
1fe526ac-bcc5-4f8d-91ff-f9d241c30fb8,31387b1a-a802-4b4c-8bc4-d67c1b98b402,Final QC,2025-05-05 10:37:31.186438,W001,True,,,,False,,False
0a9f6885-26fd-49b5-b7b3-0dc1acc2d84c,7c057656-ab19-43c4-aaa0-712f7893fdab,Woodworking,2025-04-29 04:44:34.776433,W003,True,,,,False,,False
856a68c8-e8cb-4f18-ba46-3f9913d848e1,7c057656-ab19-43c4-aaa0-712f7893fdab,Prep & Fit,2025-04-30 23:27:53.180033,W003,True,,,,False,,False
965d76bb-e554-4bf8-a058-1bfee38e72e8,7c057656-ab19-43c4-aaa0-712f7893fdab,Finishing,2025-05-02 07:28:22.005518,W001,True,,,,False,,False
d8a5ec1a-1362-45a7-89ca-c6e7965a70aa,7c057656-ab19-43c4-aaa0-712f7893fdab,Final Assembly,2025-05-04 19:48:24.164448,W003,True,,,,False,,False
da0c77c0-4b29-4638-9c7e-8443f86f62f9,7c057656-ab19-43c4-aaa0-712f7893fdab,Final QC,2025-05-06 01:38:55.602340,W003,True,,,,False,,False
175f19f7-cd57-4bef-aa24-df9a890b977e,e62404c2-c852-4f0a-b542-33601cd7795e,Woodworking,2025-04-16 19:43:33.278824,W002,True,,,,False,,False
d1ead899-2932-4f62-afb5-82be2d8a64d3,e62404c2-c852-4f0a-b542-33601cd7795e,Prep & Fit,2025-04-19 16:14:47.800892,W001,True,,,,False,,False
b6be5b49-c758-4d34-8127-74e0dd986c5f,e62404c2-c852-4f0a-b542-33601cd7795e,Finishing,2025-04-21 18:06:10.276075,W003,True,,,,False,,False
c322d680-3dcb-4247-a303-50703ff9f503,e62404c2-c852-4f0a-b542-33601cd7795e,Final Assembly,2025-04-24 12:25:42.130769,W002,True,,,,False,,False
9bda8485-a662-42f7-b6d7-7cfa67ddb929,e62404c2-c852-4f0a-b542-33601cd7795e,Final QC,2025-04-27 02:12:55.029437,W001,True,,,,False,,False
8e5c46b1-b037-4602-9f16-ae26d01e511e,3a9b5824-6901-445f-9f9f-e871abeb2eb8,Woodworking,2025-04-09 14:51:04.197439,W003,True,,,,False,,False
fd250ded-9808-456b-84d8-18aaea448ef6,3a9b5824-6901-445f-9f9f-e871abeb2eb8,Prep & Fit,2025-04-12 00:03:01.107839,W002,True,,,,False,,False
037adcdc-9405-435a-a1e0-efe3af87051c,3a9b5824-6901-445f-9f9f-e871abeb2eb8,Finishing,2025-04-13 15:58:02.725364,W002,True,,,,False,,False
d3bfc1ad-10bc-4230-bd01-61c0ac1cf111,3a9b5824-6901-445f-9f9f-e871abeb2eb8,Final Assembly,2025-04-16 04:25:36.121643,W003,True,,,,False,,False
6a8de953-f3a7-4967-9fe6-3116dd678f62,3a9b5824-6901-445f-9f9f-e871abeb2eb8,Final QC,2025-04-18 18:02:49.338129,W002,True,,,,False,,False
1b606822-9048-474e-a46e-0a0be9fd6409,660a7e6a-3f76-48c1-8a96-19ad59ae2990,Woodworking,2025-04-06 03:24:01.313834,W002,True,,,,False,,False
9a29500c-4d44-44f6-bb23-61d544a57444,660a7e6a-3f76-48c1-8a96-19ad59ae2990,Prep & Fit,2025-04-08 22:14:57.385205,W002,True,,,,False,,False
faa49b05-337b-46fb-9b0f-8928e6bae6f9,660a7e6a-3f76-48c1-8a96-19ad59ae2990,Finishing,2025-04-10 02:48:45.861956,W001,True,,,,False,,False
de857f4e-989a-48db-bbb5-926ce54baf9b,660a7e6a-3f76-48c1-8a96-19ad59ae2990,Final Assembly,2025-04-12 06:41:45.982637,W003,True,,,,False,,False
51a74611-ec82-4891-a333-8ed9df5bed9c,660a7e6a-3f76-48c1-8a96-19ad59ae2990,Final QC,2025-04-14 17:20:40.588559,W002,True,,,,False,,False
0578c349-2d04-43ab-91ce-5b3a714d6646,72d719aa-e1bf-4b2f-bdbd-e5979d916000,Woodworking,2025-04-11 22:51:50.768598,W003,True,,,,False,,False
3ded4040-44d2-45ab-86e4-0f8448626fdb,72d719aa-e1bf-4b2f-bdbd-e5979d916000,Prep & Fit,2025-04-13 09:15:11.186792,W001,True,,,,False,,False
c975dbc3-8671-409a-a163-d4922212fa08,72d719aa-e1bf-4b2f-bdbd-e5979d916000,Finishing,2025-04-14 20:23:55.887322,W001,True,,,,False,,False
15dcc0f7-76f0-4982-8fc3-116aa6b801d0,72d719aa-e1bf-4b2f-bdbd-e5979d916000,Final Assembly,2025-04-16 19:41:57.610208,W001,True,,,,False,,False
03ab920c-f1e8-463e-99f0-b01278e51901,72d719aa-e1bf-4b2f-bdbd-e5979d916000,Final QC,2025-04-19 20:35:25.421781,W002,True,,,,False,,False
d755399e-d4b2-4d15-91f5-61529ea61b63,dcd823f9-5f52-4977-9f3e-847fdaba7710,Woodworking,2025-04-03 10:27:21.383055,W003,True,,,,False,,False
f62a9633-dfd0-4265-be6c-09ac8ac2ecbe,dcd823f9-5f52-4977-9f3e-847fdaba7710,Prep & Fit,2025-04-05 07:41:00.657894,W002,True,,,,False,,False
9d59eb70-ee0c-40af-a4d7-73acb2735d04,dcd823f9-5f52-4977-9f3e-847fdaba7710,Finishing,2025-04-07 07:06:22.470149,W001,True,,,,False,,False
7b0af6ae-83ae-42d3-869f-856f68c77836,dcd823f9-5f52-4977-9f3e-847fdaba7710,Final Assembly,2025-04-08 15:39:11.594559,W003,True,,,,False,,False
2e74b1ce-2a51-4334-8a9c-6bb0b85fff4b,dcd823f9-5f52-4977-9f3e-847fdaba7710,Final QC,2025-04-10 01:59:40.275528,W003,True,,,,False,,False
72a219e9-151b-473e-b5ed-ee2c6377639d,6bde5e2c-7772-4618-9dec-95b253bc6777,Woodworking,2025-04-19 02:10:08.654582,W002,True,,,,False,,False
24f26f0a-9967-4a7b-a68e-c69e97654c99,6bde5e2c-7772-4618-9dec-95b253bc6777,Prep & Fit,2025-04-20 13:58:00.328901,W001,True,,,,False,,False
a98f9b5e-038b-47b3-aa56-da4a1dfb4cc9,6bde5e2c-7772-4618-9dec-95b253bc6777,Finishing,2025-04-23 18:26:57.540954,W001,True,,,,False,,False
bb8722e4-c66a-4995-93e2-2c248814bef5,6bde5e2c-7772-4618-9dec-95b253bc6777,Final Assembly,2025-04-24 20:09:50.167107,W001,True,,,,False,,False
3e48626c-5df6-444b-a6ec-a9366d1ef1c3,6bde5e2c-7772-4618-9dec-95b253bc6777,Final QC,2025-04-26 14:52:00.885231,W002,True,,,,False,,False
8e29e930-ee1e-43ca-afa9-246189709e8e,40ba367c-842e-41dd-b850-f18b79c74434,Woodworking,2025-04-04 08:56:03.680402,W002,True,,,,False,,False
b626b0f2-ff70-46e7-b009-0e39b6ded676,40ba367c-842e-41dd-b850-f18b79c74434,Prep & Fit,2025-04-06 15:38:54.024308,W002,True,,,,False,,False
d6319568-f33c-4f50-9583-ef08c6de4044,40ba367c-842e-41dd-b850-f18b79c74434,Finishing,2025-04-08 01:24:08.297239,W003,True,,,,False,,False
6ab20ca6-2842-4718-b48a-1974b55e9bf9,40ba367c-842e-41dd-b850-f18b79c74434,Final Assembly,2025-04-09 03:05:50.981814,W003,True,,,,False,,False
3c2c5205-9905-43f0-ae7c-e2a1d7cf33ad,40ba367c-842e-41dd-b850-f18b79c74434,Final QC,2025-04-12 00:29:34.082696,W003,True,,,,False,,False
770d1128-04de-4cbd-8763-a07c3693bc3c,08a90493-855a-4980-a6ab-ef8aae27b344,Woodworking,2025-04-05 09:57:14.956817,W003,True,,,,False,,False
c364d969-3fee-4a7e-85f5-d31b9c0e2688,08a90493-855a-4980-a6ab-ef8aae27b344,Prep & Fit,2025-04-06 08:38:44.416127,W002,True,,,,False,,False
cb285ecc-dbf6-49de-ac15-c9aa316c5078,08a90493-855a-4980-a6ab-ef8aae27b344,Finishing,2025-04-08 13:52:02.153670,W001,True,,,,False,,False
42af5a90-226a-4599-acfd-063380a66459,08a90493-855a-4980-a6ab-ef8aae27b344,Final Assembly,2025-04-10 16:49:12.750624,W001,True,,,,False,,False
1af8192a-9248-46f0-a35f-97a5cc0d2f84,08a90493-855a-4980-a6ab-ef8aae27b344,Final QC,2025-04-12 21:58:24.083404,W003,True,,,,False,,False
bc857c44-887d-48ca-9172-b8c40e45658d,ee5830f3-fc98-4808-936c-792c3baa52f1,Woodworking,2025-04-08 02:46:12.708795,W002,True,,,,False,,False
1db73bec-97bf-4112-946b-f5dd540e51c7,ee5830f3-fc98-4808-936c-792c3baa52f1,Prep & Fit,2025-04-10 21:44:10.154983,W003,True,,,,False,,False
ff0c4aa7-9538-4b2d-83cf-b30aab3650a1,ee5830f3-fc98-4808-936c-792c3baa52f1,Finishing,2025-04-12 19:11:50.013696,W002,True,,,,False,,False
2099eecb-c0fe-46c4-a340-dc1ebe279aaf,ee5830f3-fc98-4808-936c-792c3baa52f1,Final Assembly,2025-04-15 01:23:46.022030,W002,True,,,,False,,False
f75f7320-ce8e-45c2-a352-4738a37444cc,ee5830f3-fc98-4808-936c-792c3baa52f1,Final QC,2025-04-16 20:53:16.114288,W003,True,,,,False,,False
31f71186-f5e4-4d8c-b361-cb83f0883114,faa670bf-7c45-411f-ac33-6bf979e58e71,Woodworking,2025-04-08 19:02:25.314315,W002,True,,,,False,,False
facbe42b-1ef6-4ec5-b2e0-89a317c7fa2f,faa670bf-7c45-411f-ac33-6bf979e58e71,Prep & Fit,2025-04-10 19:37:47.607726,W002,True,,,,False,,False
a7dfc5ec-5451-4da7-8a48-90cece9c74b5,faa670bf-7c45-411f-ac33-6bf979e58e71,Finishing,2025-04-13 10:42:33.352988,W001,True,,,,False,,False
c7068118-9128-4844-921f-acdb805b827e,faa670bf-7c45-411f-ac33-6bf979e58e71,Final Assembly,2025-04-15 10:55:30.803840,W001,True,,,,False,,False
c67b71b7-37c1-4a9d-98e7-9abff60f0cc9,faa670bf-7c45-411f-ac33-6bf979e58e71,Final QC,2025-04-16 20:55:02.045467,W001,True,,,,False,,False
e69193ea-a721-4c46-858a-9d3f0e4185f0,23afe640-444a-4d11-8e8d-18c59180fdda,Woodworking,2025-04-02 19:26:20.533494,W002,True,,,,False,,False
bfa6c294-41cb-48b2-873c-30bd348c52af,23afe640-444a-4d11-8e8d-18c59180fdda,Prep & Fit,2025-04-04 20:55:26.931880,W003,True,,,,False,,False
d73beaf7-c012-499d-b93d-23ff4ba0ef46,23afe640-444a-4d11-8e8d-18c59180fdda,Finishing,2025-04-07 20:14:59.357390,W002,True,,,,False,,False
4cf27541-2f8a-480c-a699-758c2b8f85d4,23afe640-444a-4d11-8e8d-18c59180fdda,Final Assembly,2025-04-09 15:28:09.843164,W003,True,,,,False,,False
a962d2c9-05a5-4b9d-b6d0-0f2b57b746f5,23afe640-444a-4d11-8e8d-18c59180fdda,Final QC,2025-04-10 23:26:23.795355,W003,True,,,,False,,False
9ad1e5f9-da7b-46ee-a750-4079ba0e09a9,93513b91-da72-4b5f-b81b-457a9dcdf779,Woodworking,2025-04-22 04:18:42.562018,W001,True,,,,False,,False
036e1c6e-6aed-4fa2-8e05-cb76c14e41fd,93513b91-da72-4b5f-b81b-457a9dcdf779,Prep & Fit,2025-04-25 00:48:37.361028,W001,True,,,,False,,False
4cfce7e1-af0a-415e-b067-e162e55b90fc,93513b91-da72-4b5f-b81b-457a9dcdf779,Finishing,2025-04-27 14:24:32.376811,W003,True,,,,False,,False
184cc6d0-101f-4a41-a6c9-62fcb4babd26,93513b91-da72-4b5f-b81b-457a9dcdf779,Final Assembly,2025-04-28 08:42:58.580310,W002,True,,,,False,,False
d96be134-4540-4e34-91b1-a3435098ef53,93513b91-da72-4b5f-b81b-457a9dcdf779,Final QC,2025-04-29 09:51:09.223261,W003,True,,,,False,,False
1ffc4451-ef20-4fff-9b37-00284b385812,16487dbc-3033-450e-bd3b-a6ff8f69c56b,Woodworking,2025-04-30 18:34:40.360374,W002,True,,,,False,,False
a79396a9-8415-459e-9c96-c81f28ccbaad,16487dbc-3033-450e-bd3b-a6ff8f69c56b,Prep & Fit,2025-05-03 03:29:45.596980,W003,True,,,,False,,False
8f8c428e-b0ad-44dc-9194-6a16a5609758,16487dbc-3033-450e-bd3b-a6ff8f69c56b,Finishing,2025-05-05 23:02:13.350169,W001,True,,,,False,,False
fcf4e099-99c0-407b-b95f-6f2230b46cf7,16487dbc-3033-450e-bd3b-a6ff8f69c56b,Final Assembly,2025-05-09 02:06:06.481420,W003,True,,,,False,,False
55e068d2-3575-45a7-b765-1d0cc8f3b9ef,16487dbc-3033-450e-bd3b-a6ff8f69c56b,Final QC,2025-05-10 13:08:01.965720,W002,True,,,,False,,False
c2f9591e-34f2-4b7d-bac8-73e2cc20ec06,d7b488a9-7790-47af-a880-8d5d857881d5,Woodworking,2025-04-07 14:19:34.539308,W003,True,,,,False,,False
a18defed-6d94-4e0f-b40a-b7a09e92c564,d7b488a9-7790-47af-a880-8d5d857881d5,Prep & Fit,2025-04-09 10:20:45.901064,W002,True,,,,False,,False
be5316ae-c3cd-4530-a3f2-d98062948d1d,d7b488a9-7790-47af-a880-8d5d857881d5,Finishing,2025-04-11 23:30:26.021201,W001,True,,,,False,,False
9134d31f-6bc8-4a17-93d6-c8bb4ef69044,d7b488a9-7790-47af-a880-8d5d857881d5,Final Assembly,2025-04-12 13:47:44.677055,W001,True,,,,False,,False
9c49fa99-7d0c-4218-a1ff-9d464eca7ecf,d7b488a9-7790-47af-a880-8d5d857881d5,Final QC,2025-04-14 01:12:09.504915,W003,True,,,,False,,False
4c3c8e5b-70a1-42f8-a723-4b23bf59998a,b5f84dda-8b3b-41d9-95bb-5fa7d3791fb0,Woodworking,2025-04-26 11:32:58.809682,W001,True,,,,False,,False
d3027a93-7c21-4b6c-8d35-3f361753c005,b5f84dda-8b3b-41d9-95bb-5fa7d3791fb0,Prep & Fit,2025-04-27 08:19:23.780680,W002,True,,,,False,,False
7b8f00ac-ce8e-430b-b6ec-9320cd6c8768,b5f84dda-8b3b-41d9-95bb-5fa7d3791fb0,Finishing,2025-04-28 15:28:35.158020,W001,True,,,,False,,False
27ad82da-b6e0-4ab5-8d2c-fdf6a8ead71b,b5f84dda-8b3b-41d9-95bb-5fa7d3791fb0,Final Assembly,2025-04-30 22:37:17.015044,W002,True,,,,False,,False
955982e4-105e-494b-9ce6-4e8dc0e7ab7b,b5f84dda-8b3b-41d9-95bb-5fa7d3791fb0,Final QC,2025-05-02 02:06:35.592505,W001,True,,,,False,,False
dcef42d4-a08a-46c1-8da6-6a8a996f2f08,be0bc5a4-a942-4d10-bac5-3532e7eb8ab5,Woodworking,2025-05-02 08:47:38.792044,W003,True,,,,False,,False
edab0806-1adb-4fa2-973b-8b5847c23785,be0bc5a4-a942-4d10-bac5-3532e7eb8ab5,Prep & Fit,2025-05-04 00:32:22.763641,W003,True,,,,False,,False
19526877-c2bb-4ccc-8963-de627291791e,be0bc5a4-a942-4d10-bac5-3532e7eb8ab5,Finishing,2025-05-05 12:18:11.863948,W003,True,,,,False,,False
e2246d83-32d6-4557-b940-ab062af21ba2,be0bc5a4-a942-4d10-bac5-3532e7eb8ab5,Final Assembly,2025-05-08 01:44:15.716910,W003,True,,,,False,,False
ed602487-4d74-44a3-9660-b9e65aec8af3,be0bc5a4-a942-4d10-bac5-3532e7eb8ab5,Final QC,2025-05-10 19:15:21.107589,W002,True,,,,False,,False
f2a37079-95e8-42e9-b89e-9b3693c61ea8,4d1c3073-db44-4089-9b05-3fb207935ab3,Woodworking,2025-04-14 01:58:07.107906,W003,True,,,,False,,False
8fac5a5f-2011-4f97-8984-d0b295c3ec4c,4d1c3073-db44-4089-9b05-3fb207935ab3,Prep & Fit,2025-04-14 23:30:27.817546,W003,True,,,,False,,False
66de2cc3-4588-4d04-a1cb-66be49207636,4d1c3073-db44-4089-9b05-3fb207935ab3,Finishing,2025-04-16 05:52:16.719080,W003,True,,,,False,,False
f400557c-ee6e-468e-85d4-a152fbaede4f,4d1c3073-db44-4089-9b05-3fb207935ab3,Final Assembly,2025-04-16 21:13:09.791915,W002,True,,,,False,,False
1257fb33-4232-4d65-8e93-3125d9a2fd7d,4d1c3073-db44-4089-9b05-3fb207935ab3,Final QC,2025-04-19 02:27:54.070409,W003,True,,,,False,,False
51a61e0b-6ffc-4364-8aad-a14610a2d33d,7b593cfa-bef0-46c3-a2a4-4c3d4b970d8f,Woodworking,2025-04-29 23:37:23.936434,W003,True,,,,False,,False
de2cfa17-09ba-401a-b1fe-d775aa86a0b8,7b593cfa-bef0-46c3-a2a4-4c3d4b970d8f,Prep & Fit,2025-05-02 03:53:49.290841,W003,True,,,,False,,False
8ed6a151-8dd0-423f-ae69-e113636fb54a,7b593cfa-bef0-46c3-a2a4-4c3d4b970d8f,Finishing,2025-05-05 00:54:39.805692,W001,True,,,,False,,False
719d04b9-c0c7-450a-beeb-e1dadd005962,7b593cfa-bef0-46c3-a2a4-4c3d4b970d8f,Final Assembly,2025-05-06 18:39:58.226347,W002,True,,,,False,,False
d3dbf749-58d5-4b8f-9133-a71ccfcbe304,7b593cfa-bef0-46c3-a2a4-4c3d4b970d8f,Final QC,2025-05-07 12:12:29.006855,W002,True,,,,False,,False
adaa25bd-513e-4128-b66f-3f1f656afdae,00f5dab0-e914-473f-a008-d304f5f5b0dd,Woodworking,2025-04-23 03:07:25.306504,W001,True,,,,False,,False
454317e6-3fca-45f3-9129-e6d869c0e0cf,00f5dab0-e914-473f-a008-d304f5f5b0dd,Prep & Fit,2025-04-24 09:55:15.228881,W003,True,,,,False,,False
27181d2f-341f-49db-ade8-371d7ea0fb3b,00f5dab0-e914-473f-a008-d304f5f5b0dd,Finishing,2025-04-27 06:57:55.810699,W003,True,,,,False,,False
cf837169-7f30-47a4-b591-1e4c274c7494,00f5dab0-e914-473f-a008-d304f5f5b0dd,Final Assembly,2025-04-28 22:35:47.762280,W003,True,,,,False,,False
06dd1cb6-c285-432d-b519-8a3623b4bf95,00f5dab0-e914-473f-a008-d304f5f5b0dd,Final QC,2025-05-01 00:37:05.463948,W001,True,,,,False,,False
c3ef1162-a86d-4678-ae6e-bacbd93b8cf3,f5578609-43a6-4692-9bdb-7020f2da1386,Woodworking,2025-04-27 18:37:10.937330,W001,True,,,,False,,False
87956339-f5c9-4c8b-bbb3-75599d1885a7,f5578609-43a6-4692-9bdb-7020f2da1386,Prep & Fit,2025-04-30 09:32:38.170791,W003,True,,,,False,,False
8c0e9c80-6763-4b32-967f-eada14f58709,f5578609-43a6-4692-9bdb-7020f2da1386,Finishing,2025-05-01 08:28:04.202513,W003,True,,,,False,,False
c191022d-44e4-47e0-9683-f8044ad76748,f5578609-43a6-4692-9bdb-7020f2da1386,Final Assembly,2025-05-02 09:50:56.808834,W002,True,,,,False,,False
fcd5d79f-ef87-410d-9878-1c2fcfa0646c,f5578609-43a6-4692-9bdb-7020f2da1386,Final QC,2025-05-03 17:14:51.196794,W001,True,,,,False,,False
7cbdd9cb-33e9-43d5-a104-3645f7ec9e8f,2289514c-70cb-468c-9dd8-8f4e5be0db6d,Woodworking,2025-04-14 07:33:57.360370,W002,True,,,,False,,False
7b57b943-116d-4c50-8215-426799f9c3fd,2289514c-70cb-468c-9dd8-8f4e5be0db6d,Prep & Fit,2025-04-15 11:12:16.811438,W002,True,,,,False,,False
d7fd67d4-bd75-4176-8a3e-4866a5a17f0c,2289514c-70cb-468c-9dd8-8f4e5be0db6d,Finishing,2025-04-17 00:38:09.961968,W003,True,,,,False,,False
fbb6c0fa-70a9-4c0c-a9e1-d711890f8419,2289514c-70cb-468c-9dd8-8f4e5be0db6d,Final Assembly,2025-04-18 07:52:06.311811,W003,True,,,,False,,False
570e4ecd-fd98-4863-99ea-f099cb819b05,2289514c-70cb-468c-9dd8-8f4e5be0db6d,Final QC,2025-04-19 21:23:46.613628,W001,True,,,,False,,False
afaf8fb8-50cb-4ea0-a260-20dfd44f1128,0ae0d7b2-1487-4814-93a8-4e5943e445d4,Woodworking,2025-04-13 02:09:22.063330,W002,True,,,,False,,False
d5206ddf-4bfc-467e-a419-febf346586d9,0ae0d7b2-1487-4814-93a8-4e5943e445d4,Prep & Fit,2025-04-14 02:47:10.899506,W001,True,,,,False,,False
13733a0e-e969-4626-a9c0-d249f45115c9,0ae0d7b2-1487-4814-93a8-4e5943e445d4,Finishing,2025-04-15 15:31:44.439613,W001,True,,,,False,,False
c6f28f03-c416-437c-851b-69c54adf8c63,0ae0d7b2-1487-4814-93a8-4e5943e445d4,Final Assembly,2025-04-16 07:01:16.262569,W003,True,,,,False,,False
6ee01443-ce94-4849-bd16-758189491a43,0ae0d7b2-1487-4814-93a8-4e5943e445d4,Final QC,2025-04-17 20:13:15.989409,W001,True,,,,False,,False
f280d576-aa33-451e-92b0-bfbd5916f07b,95a1d49e-6087-462d-9a12-533df3a5e0c1,Woodworking,2025-04-11 02:55:25.142227,W001,True,,,,False,,False
4d26f9f3-11d8-4ecb-bd6f-8067c45ae426,95a1d49e-6087-462d-9a12-533df3a5e0c1,Prep & Fit,2025-04-12 17:52:55.327882,W001,True,,,,False,,False
ee39aea2-2f6a-4b3d-ab0a-17197c859079,95a1d49e-6087-462d-9a12-533df3a5e0c1,Finishing,2025-04-15 03:09:33.667520,W002,True,,,,False,,False
72c7b2fa-e863-4f1a-8f6a-033bf92be491,95a1d49e-6087-462d-9a12-533df3a5e0c1,Final Assembly,2025-04-16 20:23:06.994022,W001,True,,,,False,,False
fb57ad3e-2ba8-4311-905e-dc81d1809b26,95a1d49e-6087-462d-9a12-533df3a5e0c1,Final QC,2025-04-19 02:57:17.401262,W003,True,,,,False,,False
254f7571-bee0-449a-b703-b85414807731,0bf30e9d-cbde-43b7-9bb7-52dd3a729df7,Woodworking,2025-04-16 01:28:01.675585,W001,True,,,,False,,False
379aa177-ad62-4547-a396-7ba45ab52218,0bf30e9d-cbde-43b7-9bb7-52dd3a729df7,Prep & Fit,2025-04-17 00:39:11.295487,W003,True,,,,False,,False
16a47feb-75d8-457d-bd84-741fa2be2fc5,0bf30e9d-cbde-43b7-9bb7-52dd3a729df7,Finishing,2025-04-19 22:09:14.530138,W003,True,,,,False,,False
bfd0ff79-cc9b-417d-8167-a34ed98764bf,0bf30e9d-cbde-43b7-9bb7-52dd3a729df7,Final Assembly,2025-04-22 12:51:44.430872,W001,True,,,,False,,False
95dc35d7-c0ee-4b3a-bdd9-6e203ccec3d1,0bf30e9d-cbde-43b7-9bb7-52dd3a729df7,Final QC,2025-04-25 08:23:58.298142,W003,True,,,,False,,False
5e96a25f-9dfb-4815-b193-21dfd0fea34a,990de41c-f389-44f7-acbf-00a859055336,Woodworking,2025-04-21 06:21:06.687683,W002,True,,,,False,,False
a0171531-384e-4a6d-995b-b3024b034af7,990de41c-f389-44f7-acbf-00a859055336,Prep & Fit,2025-04-24 01:25:25.397350,W002,True,,,,False,,False
11e10259-fd6b-4404-8dbb-18bf550bdd44,990de41c-f389-44f7-acbf-00a859055336,Finishing,2025-04-25 18:28:08.002983,W001,True,,,,False,,False
2ab61426-78ce-431e-a992-5be1379181a8,990de41c-f389-44f7-acbf-00a859055336,Final Assembly,2025-04-28 13:23:01.304153,W001,True,,,,False,,False
16ed71f9-5214-490f-908b-4329933ef21b,990de41c-f389-44f7-acbf-00a859055336,Final QC,2025-04-29 07:47:07.508985,W002,True,,,,False,,False
b40c3275-aae3-4190-b3cd-21afe6269ec8,f5cf5e1d-263b-4ed7-9765-ba34a3c93115,Woodworking,2025-04-17 13:32:31.479433,W002,True,,,,False,,False
26685138-c9b6-4dc7-84ed-8b6c51686c52,f5cf5e1d-263b-4ed7-9765-ba34a3c93115,Prep & Fit,2025-04-19 00:07:23.505423,W002,True,,,,False,,False
197ef23f-0b5f-4974-b9dd-689d42083c4a,f5cf5e1d-263b-4ed7-9765-ba34a3c93115,Finishing,2025-04-21 10:26:18.676265,W001,True,,,,False,,False
7fcd0e30-0e84-4880-8211-92960cf65588,f5cf5e1d-263b-4ed7-9765-ba34a3c93115,Final Assembly,2025-04-22 04:51:34.643007,W003,True,,,,False,,False
6f19ee70-c2b3-4ee2-972b-582e331ac7a8,f5cf5e1d-263b-4ed7-9765-ba34a3c93115,Final QC,2025-04-24 15:59:54.770668,W003,True,,,,False,,False
c0c525da-6c07-4918-8a4b-60736fe85655,8914f451-a933-4687-9ef1-606b90933fa2,Woodworking,2025-04-03 19:57:16.997457,W001,True,,,,False,,False
eed60575-3cd8-4712-843c-c2b6eb1b10ad,8914f451-a933-4687-9ef1-606b90933fa2,Prep & Fit,2025-04-06 22:06:59.685872,W003,True,,,,False,,False
bd8073dc-f6ee-4c32-a1ad-8aa47ce0709a,8914f451-a933-4687-9ef1-606b90933fa2,Finishing,2025-04-09 17:33:59.200781,W003,True,,,,False,,False
3bcfdc34-6c98-4c74-af8f-39c1c6bea4fe,8914f451-a933-4687-9ef1-606b90933fa2,Final Assembly,2025-04-12 17:41:50.976050,W001,True,,,,False,,False
7ba3db65-757e-4c9a-8c8b-c273ce731b44,8914f451-a933-4687-9ef1-606b90933fa2,Final QC,2025-04-15 17:20:27.579898,W002,True,,,,False,,False
